SampleID	ZJTKAE3	ZJXC41N	ZK112BX	ZK4CK8Y	ZKFV71L	ZKVR426	ZL63I8R	ZL9BTWF	ZLGD9M0	ZLPRB8E	ZLPZS0H	ZLTUJTN	ZLYEM2C	ZLZNCLZ	ZLZQMEV	ZM7JY3G	ZM8YXDM	ZMBH10Z	ZMBVNFM	ZMS5W76	ZN0JE53	ZN3TBJM	ZN9YTFN	ZNDMXI3	ZOZOW1T	ZPDABJR	ZPEL6L3	ZPF36E2	ZPMBHPS	ZQFL1P3	ZQMVU4Q	ZR47VBL	ZRB0F6P	ZRLZ98T	ZTJ7L7Z	ZTLIFAS	ZTMFN3O	ZTTL3YH	ZTUO1AO	ZTXY83G	ZUL3S6O	ZUPAQVU	ZV14SIB	ZVBQY1N	ZVC4YUG	ZVGW5FI	ZVM4N7A	ZVNCGHM	ZVTCAK9	ZW61YGW	ZWCZHHY	ZWFDEY0	ZWHMV5E	ZWLGEWL	ZX52KVK	ZXSO14L	ZY1ZKJY	ZY7IW45	ZY9XQJP	ZYXQKWY
pHILIC_302.3046_1.8	216912.8571	273543.2733	304936.3947	230363.7111	274118.26	276136.8125	343152.7533	205593.1438	174074.5417	239322.23	247713.4429	273497.1461	215942.34	199561.3904	238154.6846	232694.6417	231596.1875	278357.4	240231.2364	330094.3	269337.5938	290868.32	297796.2813	281605.35	266643.3775	187098.2667	266751.9667	280494.625	272363	433383.6	350233.7333	269171.825	259555.8	184982.2333	280060.05	164995.13	258901.7556	183053.4	302981.7	233932.2429	247730.9273	277764.2333	204356.6833	226133.2867	253174.1	234941.7	326831.2889	300536.5857	228431.9667	220391.9125	252917.2778	276852.5375	285641.66	277434.8714	346398.1372	225748	402270.8786	375551.8417	225636.8857	316834.7286
pHILIC_114.0661_2.5	76570615.71	107157612.7	60946702.63	86351610	78784788	66127612.92	95326125.56	95799358.13	90752045.83	74959965	89856610	100673379.1	96468183	96928068.7	67846458.46	78867273.33	95649137.5	56431755.71	100390777.3	75678140	93364262.5	95082744	94662074.38	81233255	94773312.63	89422696.67	87608015	75981007.5	67353005	75067765	64618423.33	90180142.5	74243092.5	67469380	85518956.67	75139636	67826813.33	96711755	81943590	92227901.43	97275040.91	62538468.89	86221610	81175069.33	68315276	73794213.33	65373961.11	87410392.14	67099013.33	89585733.75	76532431.11	61860977.5	65577932	93040405.71	76552954.48	73590090	79685682.14	68197402.5	60794502.86	63228682.86
pHILIC_137.0457_3.1	3262759.357	2497554.4	3590128.316	3002324	3187167.467	3740409.125	3735549.667	3025906.856	3797805.167	5476956.4	4182794.571	5166568	2577874.13	4730102.917	2938851.846	5827498.333	5659268.75	4152879.286	7134949.955	5727235	2715440.188	3542192.725	4280104.806	5980916	5290436.418	5293104.333	5653816.5	3811092.25	2396246	3703090.25	5306194	3902035.25	3176896.25	4229708.667	2751898.267	7665996.2	4771558.667	4684992	4445428.5	3517073.971	3262087.882	4773438.333	6266443.5	3177086	6792005.8	6425091	4964282.333	2789982.143	4332681.333	4493573.125	4016208.122	5785916.25	3880442	3447800.571	2819648.759	8535782	6406850.786	4724052.25	3167840.571	4567425.286
pHILIC_298.1139_4.7	54054.83357	65130.122	53503.99421	49779.45	56652.16933	50538.46875	56841.0225	54724.2365	54463.40417	78522.676	66524.79357	80749.17774	57589.842	69322.39609	44176.26615	55587.82583	67725.60875	48349.05	69888.17182	68332.66	47923.70188	69918.15233	38163.96875	68458.30167	47837.64759	51157.935	67848.88667	59460.9075	59057.7	47173.3575	52753.94667	50896.13	55842.7825	39903.99	41702.075	55653.64	49637.36444	70571.885	49536.675	52203.96	62564.73182	40770.34556	55537.58	59341.95467	78729.024	53129.49333	47901.41556	46322.42857	39601.92	53194.58625	39766.38767	43676.0675	51056.238	80316.72	61239.74517	65239.18	37563.805	58570.57667	57705.53143	60741.70143
pHILIC_585.2694_4.9	1438264.45	318616.2999	1568164.895	2351282.678	1533642.773	1884833.188	6325283.056	3788099.663	4719846.325	3177522.83	5689430	3508837.27	1691467.35	477319.953	374627.9531	14043937.92	5068343.35	8817222.429	707920.4727	358912	1214751.438	367983.2676	205763.86	4030295.167	1092648.788	2922471.967	1917013.833	3695359.825	1005529.6	1473218.6	5975970.267	3312579.85	2993785.75	4328282.267	1369541.183	2699856.72	2181590.456	878935.2	1316460.85	3490756.614	679957.5727	3046601.844	3266459.667	530538.9427	308019.118	137438.51	704949.6889	257232.3286	1521364.733	5569915.625	3675720.889	1603183.578	1984105.4	1256479.744	281469.8841	741508.6	499390.7186	672301.85	3633458.429	1011717.541
pHILIC_219.0795_5	1025570.829	873691	816140.1053	1662991.333	1623772.567	1476702.988	1465559.889	1550923.881	1333816.067	1790911.6	1570968.779	1929054.922	2121196	1265496.804	890010.7462	1374430.625	2053254.625	1185420.843	1057174.9	1946064	905748.5375	1326602.59	960632.9875	1121834.967	1684400.368	1593558	1613853.383	1318915.725	1144870.55	1039180.2	1836061	1419138.8	1410999.75	1696382.667	1798007.5	1856736	1907268.889	1604252.5	1345939.35	1669500.857	1617066.364	892131.3667	1779128	1511620.333	1210446.6	798874.1667	955340.5444	987331.2643	1052497.667	1557916.688	1081805.2	1269876.95	977009.44	1124105.271	797577.0138	829001.2	860038.0071	798070.2083	1076446.4	865818.5286
pHILIC_892.6501_5	124390.0302	100198.722	161213.6475	346781.3111	233739.162	209685.0031	110183.4169	64207.71867	400986.7838	104513.648	101814.056	609700.7117	142430.0839	289419.0787	111494.7472	83149.81851	292113.8748	91980.08114	162690.5871	181816.9	91938.49813	98263.48469	191465.6913	747192.6876	148038.8205	182271.9017	208262.1283	214136.15	1804523.9	376154.5125	290133.02	158212.62	87018.50625	135719.2667	71098.58833	83287.994	220573.0699	94523.435	204904.7549	83059.6684	178942.1332	123418.89	315161.0383	102359.0588	105891.634	88897.05667	157385.8728	117851.3193	36006.03922	112073.7598	341456.3666	152895.0238	240455.08	116529.0902	134133.0548	352779.4	164794.0692	177689.3683	262272.7757	78241.36714
pHILIC_247.1437_5.3	1335744.334	1616085.867	499553.7153	1596835.386	519082.1223	872191.2038	2982895.261	3024598.494	7221138.658	445179.84	4951415.559	1447719.925	1590129.67	2166097.439	590830.8923	1430498.225	1731476.859	419078.4686	1640916.559	1579981	512581	1351223.471	956183.0875	1198836.412	618463.0547	543754.4667	1378198.562	4764566.25	1012858.785	4094871.75	2299222	632875.175	421244.405	709573.5333	6788286.333	2466010.4	1606271.256	837250.7	96297.5	1130192.097	1037479.518	7608067.222	45541257.6	837587.9667	6057164	3413485.333	2158152.778	2342285.35	1914857.133	1459381.013	229915.1633	805663.025	1303067.86	765673.3129	3475412.697	2834995	1655444.114	630980.1025	987675.7	1161031.829
pHILIC_583.2539_5.3	1077762.036	1112933.047	1623695.089	594091.2111	709864.0533	907766.5417	2052658.156	1731684.25	899159.35	693030.82	1267262.143	1352791.665	2447008.99	1512911.561	617648.4923	3727731.333	1525259.2	2282368.429	1541426.732	384586.3	2389621.563	826275.8675	779120.6125	1395099.817	921739.7807	896703.4833	1339939.333	1185962.825	695370.9	796862.35	1731530	1785683.45	1883032	1022858.967	1109468.85	1116816.22	1194909.033	329258.7	487546.3	971360.6429	1148853.891	3542982.889	1734977.417	1226504.347	605078.64	827068.8	784039.5	1025073.107	980957.7667	1675300.113	1492546.289	1505474.825	1502645	1244416.914	968996.7379	1679048	958848.7571	915441.2917	1084357.871	783379.9429
pHILIC_428.3736_5.5	92468.155	128471.6113	152596.2495	87212.59444	95671.612	116470.9475	259178.0433	148995.4794	75132.435	123102.99	100945.4186	176043.0291	113723.726	126458.0113	117711.6385	122140.8	104629.3088	172765.0486	141274.6659	103233	135111.6394	91133.69525	133601.34	119695.0433	182376.0572	109783.0783	119067.65	179482.23	97651.975	123632.5425	151672.27	116848.6475	114763.45	81387.87	259559.25	79335.822	155103.0122	93487.05	46223.78	128601.7443	126952.8273	167649.5033	124511.7667	101485.202	108125.342	71268.92333	227350.1	125332.5729	122495.3333	108446.0475	139901.5056	129588.6275	137357.2	101275.7914	112551.029	61455.11	152315.2036	131439.0808	135741.7871	156249.6443
pHILIC_400.3413_5.6	589812.5429	637990.4133	739842.8579	589885.1667	636745.2533	611812.3833	1083957.361	692574.5125	496699.9083	542990.3	548394.3429	864673.513	591723.76	533745.1826	525281	554718.35	698374.9	739524.2143	518580.05	675955.4	689314.8188	460524.6425	577866.8188	686740.3167	741361.3202	640049.2833	576142.9333	896024.425	668299.35	650881.425	982536.3333	614471.425	628554.85	564264.8	921111.3	570926.7	704095.9556	665530.6	475973.85	609458.5857	609683.4818	716313.8222	628467.05	615461.2333	521800.26	404689.5667	802449.9667	469902.7286	540725.8333	719248.5125	765452.6444	638934.325	691292.3	503536.4571	510197.7241	434266.5	733400.85	602541.0333	828316.2571	664781.4857
pHILIC_813.6806_5.6	10332294.79	11229942.07	10657745.26	10288524	10942198.53	9286723.542	9948985.167	7097861.875	5874702.333	8762461.1	6720547.071	7223483.13	7856545	7756197.783	8541003.769	7079159.333	7924643.375	8630393.286	6132648.318	9811436	11173756.31	10444028.35	9283946.063	8563130.667	9288999.272	4970259.667	10107682.17	8552916.75	9442425.5	15823015	13140855.33	7631339	8226598.75	7757399.333	6026830.333	6151385.6	10510673.67	4551579.5	10280219	5859222	8395526.273	11257780	4740537.333	7778591.267	8886267.2	6472603.333	10005182.22	10344390.64	6330001.333	6952484.375	8715860.889	8150924.75	9312704.8	11513684.86	11332327.9	7254702	14947887.57	11430215.17	7057493	8876613.286
pHILIC_785.6497_5.6	8162570.071	8280784.533	9003493.579	8707542.111	8129285.333	7020831.333	8314246.111	6096203.688	4341897.167	7207391.2	5580856.357	5860671.87	5379269.1	5760285.174	6893189.385	5308286.417	5327104	6990822.429	5725939.273	8220347	8607347.563	9783842	9308799.375	6154929.667	6302327.614	4007166.5	8127257	6706145.25	7841529	12689770	8437515.333	6033791.25	6893947.75	4735110.333	6792920.667	4590583	7759676	3723139.5	5871464.5	5533656	7695059.455	8756611.333	4378078.5	5609899.733	7204904.6	5704190.333	7532709.222	8410981.071	5148607.667	5336102.5	5854402	6474095.875	8195256.2	7921031	9785841.552	6906478	11185498.71	10494016.5	5381001	7648211.857
pHILIC_372.31_5.6	314664.0286	226825.8267	420541.8158	515180.6778	260446.44	271058.8333	440902.2111	362087.1313	304990.2417	272810.71	186264.1714	344675.6522	273051.75	214227.5261	209467.0077	205939.9667	331512.875	469999.9714	214612.1091	389663.3	302096.4063	246355.4025	227259.6563	266580.0333	330597.9604	332409.5	322012.5667	321537.5	320080	367613.55	1478887	274428.95	295114.65	262773.1667	500923.3833	262428.18	384584.9444	437404.25	221879.05	273424.1143	234591.1455	304909.1556	276317.4833	422947.7267	248643.72	153632.6333	316692.0333	163866.5171	277440.5667	262328.55	304256.6444	239445.4125	372390.02	205039.9571	198488.2621	219506.4	306835.7429	187150.175	437801.2429	246091.7714
pHILIC_731.6033_5.7	3296620	2757027.867	4944105.947	3300878.889	3857271.6	4013253.417	3925586.261	2378592.75	1824295.017	3142977.1	2170513.643	3801311.174	2355551.8	2197613	2972082.769	2291013.892	2996328.538	3189259.429	2559874.455	4485655	3598420.188	4307419.725	3562311.875	3407258.167	3299910.84	2202987.5	3963668.667	3229823.75	3466975.5	4499255.75	4501007.667	2832996.25	3505884	2521198	3205634	2064065.34	4019889.333	1690016.5	3223824	2460482.857	3894475.636	3126809.222	1516922.533	2388874.4	3127428.6	1620506.667	3622563.444	2824117.286	2483196.667	2327299.875	3230872.222	3107612.25	3487615.8	3295040.143	3969608.069	2865924	5678988.357	5762779.417	2694110.714	4067703.429
pHILIC_703.5724_5.7	11035421.86	15527079.07	16702357.39	17549829.44	11762207.03	14384659.81	25645848.45	10094060.21	8238085.392	13904766.2	11390557.05	21260351.13	15517295.6	10778357.74	13389305.46	12899979.26	12361527.38	16012969.31	13210242.09	16914310	15922458.25	17359488.93	16009291	13738415.83	11971811.4	7437268.333	20354425	12316406.5	16562540	29340202.5	20426240	12772345.25	16891941.5	12660369.67	17167075.78	12100210.2	19377386.51	7861004	2531622.65	10071525.57	15708230.82	17201513.33	11947776.5	11688327.6	11136783.6	10116124.33	19453572.78	17670798.21	16223439.33	16433427.36	11978817.33	16738712.25	15728603.16	22570111.71	18644113.38	13107250	21676064.36	22263723.15	10687011.71	15307174.71
pHILIC_288.2161_5.8	4325994	3843391.867	3647145	8109106.889	5688014.333	3937939	4737324.278	4825396.438	2874272.833	4371025.4	4097606.929	5462020.652	2509710.6	3653874.043	3059560.692	3611856.333	4234451.875	6369826.429	2868615.045	6971493	2628462.25	4143503.775	2532748.125	6823317.167	1982516.843	2281892.167	6102015.333	3605014.5	5669573.5	5164927	47697393.33	6769751.5	5514532.25	3093553.333	6292805.167	3613092.6	5243099.111	6449556	7274795	3027802.429	2809082.636	2421246.556	2298581	2898466.533	3267986.2	2468544	2659857.444	1885782.521	3521102.667	5227223	4294567.444	3397603.75	5590995	5651632.286	2982958.172	3699244	3101368.929	1857187.25	3168898.429	3414569.857
pHILIC_542.3221_6	5401713.214	2534998.467	4498020.795	4123487.491	3895213.113	3680246.578	4722474.196	4149490.543	6304137.583	6996144.6	4373482.657	6874681.609	9327713.4	2706763.304	1921800.808	5010372.375	8877525.625	3996265.086	4056013	4778255	3376174.188	2193903.945	2354860.788	6048576.167	4042645.294	7962544.167	5340693.667	7973393	5015184.5	3839864.038	8318423.333	5463964	3839236.993	5560377.333	4178256.333	5404341.6	6591589.678	4236291.5	51540.555	6251677.857	3121618.182	2691038.889	5833419.317	2478775.4	2395322.22	2151927.667	2185211.456	3854053	4518152	4507562.343	10147980.4	4000667.538	4381550.932	3239148	2252144.562	3398865	2816851.621	1848455.683	5311509.429	3858608.429
pHILIC_360.2736_6.1	278294.6436	30145.12227	493049.4305	510359.0489	245524.6552	380636.9168	421633.9842	344011.512	167454.1058	313012.97	347665.7064	781333.9781	22140.56602	26846.97809	20446.42308	248112.754	184837.2813	340639.2784	39051.37591	416671.4	47091.36125	118783.4094	27666.90724	247852.865	108431.3517	235741.7667	342612.8333	803633.775	196709.55	210125.9575	402650.8333	370927.065	309941.1435	386331	789439.3667	333761.06	280820.6974	287895.4	14300.19	1520308.846	47271.77818	95878.54889	384700.6917	519419.2267	57836.062	10134.279	20148.25211	25731.50207	120989.5033	275512.735	258351.794	77044.575	247947.278	41946.44857	24032.86445	82497.75	37174.46643	16792.32633	759048.2629	18725.89645
pHILIC_166.0861_6.2	6257796.929	7837041.867	5961570.947	5273168.744	5734200.033	5093081.583	6064382.889	5835810.5	6699480.942	6273190.4	6656879.786	5991531.365	7408862.2	7485848.522	6936796.308	5285409.417	7180860.25	4601365.857	7593720.405	5321898	7202163	8317244.725	7820321.938	6896769.135	5484287.396	7128820.5	5960818.333	9185265	5627139	5636132	6788033.333	7619036.25	5142420	6950158.333	6506258.167	6737431.4	6289439.222	7555857	1249713	6707593.429	8025980.455	6569274.556	5103192.667	8153377.667	8098029.2	6444838.333	6610157.889	7436345.286	6460066.333	5867456.5	6650650.556	8250171.75	6856066.4	8004373.143	6580952.897	8997526	7217944.286	6685447.5	5835588	6752098.714
pHILIC_158.1174_6.2	478950.4929	512825.3667	321234.9105	321076.2889	2260610.833	482913.2917	601316.8722	453087.9625	633495.9583	309814.58	212469.2929	428184.2696	726636.52	408374.1783	434795.8	413248.2167	514624.825	581168.3	712774.5105	259836.3	295765.7938	1582814.663	519793.7875	360972.4667	385186.6345	663026.6	927224.1833	388840.975	430172.7	278893.325	857161.1333	388623.675	360801.375	419602.8667	745064.7833	356225.16	1042991.222	384680.7	175227	477259.9857	562811.1364	200683.2522	597547.4833	525539.4867	2268041.2	6888636.333	586990.6111	404827.4071	536207.9	231855.0375	352691.4111	437816.25	1044111.94	385667.2	1014785.286	397383.6	777686.3071	326895.1833	607736.9571	433594.8714
pHILIC_104.1069_6.6	10510008.21	11500324.53	11967547.26	10034678	10425085.27	10101489.46	12344066.94	12088253.38	11757096	13827628	11803772.14	13912831.65	12484835	12218796.83	11109517.31	11153209	10265519.63	9979109.286	11109957.55	12971320	13284395.19	13580311.25	11665685.88	13350802.5	9523623.693	10916715	11571250	12528440	8455759	9454181.5	11887305.67	11981842	9733892.25	9576224	14508698.33	11702428.6	10563987.33	11582050	8510144	14043647.14	12489414.91	11690027.78	11109952.5	11967739.4	12538958	11114900	10695896.11	11538929.36	8834218.333	11467644.5	12071443.33	15027335	12654539.4	11020295	12566234.45	9966475	14592782.14	13927960	11693021.43	11146882.29
pHILIC_144.1018_6.7	3551121.643	19350289.8	4188645.295	5295435.556	12659412.33	16289148.13	4905607.5	10998435.29	3221907.083	24589599	9634513.286	10016422.24	8622671.2	4442636.909	1704439.746	4944523.333	6771092.25	17442319	77850797.73	6478945	17938255.5	6058633.23	13045279.88	6596874.167	11306795.58	4916360.667	5035692	5415904.925	15542540	7362820	7312892.667	15857309.75	19477971.75	7356377.333	4648378.167	8079851.4	5436400.778	12825578.5	5689786.5	27442966.86	6293722.545	9091541	2826219	7905289.533	16782683.8	16511665.33	11123942	1620901.629	5621591.333	22206580.63	11081339	6532712.463	7368867	24928356.43	9236457.241	5064727	1841503.079	1064163.483	3537476.486	2010630.686
pHILIC_282.119_6.7	578766.4857	494707.1	509013.7158	600233.4889	571524.3667	502273.9167	622247.2722	578146.9	556940	423980.91	541583.1714	670099.787	532406.67	654765.2174	507585.7231	460078.4667	573084.5125	382726.8286	308840.7469	608168.1	476028.8313	688397.7775	549682.3938	544564.5833	545129.1307	605728.2333	653449.7667	487205.35	463493.2	480489.775	514155.7667	506277.625	441950.725	492021.7333	592018.6167	499575.84	483348.5333	580337.95	592116.85	545776.8	552649.2455	528810.7556	518912.8	545072.28	517318.12	515367.6333	443065.9889	505660.25	493604.9333	480360.6375	453955.2889	555838.25	623926.06	492539.7571	529456.6483	434924	620327.2214	591441.5	512380.3429	579461.2429
pHILIC_205.0969_6.7	10447961.64	11760421.4	10118252.95	10706713.78	11848127.27	9115769.25	10645692.67	10737340.19	13253083.33	10563938.6	16364471.43	12135269.96	13281722.8	12273060.09	9971882.154	12881737.5	14219656.25	9720623.857	11267480.8	12406970	12321106.5	11336933.9	12691529.75	11734885.33	14016082.14	13797383.33	11449706.5	12022863.75	9265175.5	11103655	11480006.67	14116982.5	12882227.5	8186202.667	11999556.67	11218261.6	10862640	13184970	14746110	11864787	12480944.82	13987435.56	14180175	13971656.67	11081347.4	10751690	12373523.56	11895557.14	10751310	12690170	15857318.89	12297075.13	12774840	10773802.43	10861306.34	11425550	11608988.43	10123059.42	11747035.43	11064034.14
pHILIC_150.0581_7	1960922	1804076.2	2389992.842	1644691.111	1777479.4	1952988.958	1963930.889	2078940.1	2473917.167	2740133	2944421	2052756.304	2214597.2	1910091.13	1745285.231	2305978.167	2534914.625	1950971.286	2025075.864	2379110	1945173.375	1706218.95	2080220.813	2641340.167	2305705.329	2382202.667	1894896	2434177	1856359.5	1667791.25	2406905.333	2465115	2434787.5	1898439.333	2391365.5	2148197.4	1950405.556	2125567	2519041	2260544.571	1888727.545	1836389	2124175.667	1838970.333	1860994	1748298.667	1909605.111	1737346.514	1808473.333	2033914.75	2730258	1862148.875	2094455	1893203	1672326.379	2774588	1522687.643	1631463.5	1575809.214	1497987.429
pHILIC_216.1227_7	412024.0643	214145.4	478246.3547	219749.3578	7383485.88	310837.6304	844067.2666	431131.7606	897252.2769	768534.29	4171087.467	662750.631	218778.74	206364.7783	188841.0692	1415943.162	558037.4	211525.6571	176165.3773	198428.3	209168.85	204049.665	203632.1875	2519954.963	136979.8844	3470634.2	1028518.026	148664.8775	271138.05	163393.435	1407978.3	5278772.4	140936.0097	187663.1	159954.8355	200184.88	190167.0933	1850442.689	64826.56942	2650775.255	186083.5709	214259.4333	1470948.367	207638.9267	224091.04	223750.9	204561.2778	197054.5571	203008.5667	219876.9625	177812.5599	218910.4375	178931.2078	179668.3514	196289.3297	18628.81	200458.4786	221665.3417	340968.0627	214396.4857
pHILIC_118.0861_7	37983150.71	59659699.33	43824350.53	26437467.78	44169139.33	35503518.33	45770530.56	41977328.13	38453346.67	42145411	49061957.86	35588135.22	48169860	58217099.13	42309543.08	48725360	41850592.5	52727041.43	46113166.36	38941490	45903230.63	43814103.75	36666210.63	46009546.67	44593302.19	42202828.33	43082450	35863592.5	33822355	37787510	39888146.67	45908207.5	31708515	38736363.33	59765476.67	48848040	46430727.78	40015890	22703205	48182511.43	45224083.64	37532425.56	36361390	51250614.67	44583496	49954340	33239198.89	44561307.14	44019613.33	36999542.5	46026513.33	49827116.25	62733324	48803368.57	35634364.14	34394890	42810728.57	41048600	37159515.71	39267862.86
pHILIC_218.1384_7.3	2494871.571	895596.3267	3501272.316	1473422.333	2752761.067	3396873.167	3093851.389	2854846	1879417.75	1754762.4	3274267.214	3114119.217	1217355.69	1276858.709	732011.8077	2891958.75	3020735.625	1954080.571	650945.4318	3025008	1072986.8	1410748.693	936499.7063	2835046	4369749.481	3014332.5	1981542.667	2549834.25	1285321	1616207.5	2398171.333	2590180.5	2381287.5	2659705.667	5041326.833	2865139	3428024.667	1928219.5	1283096	4033566.714	1272452.627	983124.4556	3222898.167	979333.1667	1050715.44	489268.6333	511774.7444	682223.0714	1908639.667	2268676.625	3327934.444	1229074.838	2471800.2	626352.1	666611.8897	3668414	704826.5	791950.375	3079691.714	1081223.629
pHILIC_160.0967_7.5	191800.2471	1548393.293	425580.6016	371300.96	625975.7053	1326632.142	238594.8633	985215.9031	140968.4392	1157967.14	783321.3929	346379.2982	515919.97	919422.0091	59466.38615	367772.7658	534461.8338	750985.7686	7693712.332	159086.8	1296576.169	1630783.114	842129.6725	566414.5167	603946.6489	3198274.858	532024.35	559306.7475	1534904.5	948242.8125	392113.6	965522.5875	807990.975	300508.5	175982.2233	382784.788	163248.8933	846851.05	77776.58	916388.2714	316742.8455	350514.8211	112134.1817	1335385.646	740428.48	1243991.6	583336.4111	385585.9043	185340.9067	1098550.85	1040751.556	393626.3775	350285.04	1397675.414	926901.9452	161455.2	309693.9807	47872.27417	123530.7114	111740.8214
pHILIC_146.0811_7.5	213263.0743	781716.42	575032.2842	1136348.95	649796.8467	633802.8433	902941.7556	1256088.056	721824.5442	290979.68	2084217.45	425724.2691	361120.35	1472382.035	567347.8231	2072680.1	1295123.575	365053.6286	2222003.218	241244.5	315252.4438	1513232.388	1038556.131	1215675.375	4194170.657	1402561.667	2824080.25	527292.375	405769.415	3404197.92	181867.68	666989.9	479381.925	420095.9	1726865.25	358218.94	246677.2122	384830.35	298755.955	1432917.114	587257.9545	822678.0556	2563043.55	1041430.36	1146898.3	884829.1667	232582.8822	2267595.3	535557.2667	975260.45	707634.3111	701327.875	868505.48	1021032.586	1285667.903	193749.9	741041.7143	234761.805	355870.9614	496303.8329
pHILIC_178.0532_7.5	122863.6636	36007.0764	222387.9789	87988.59556	183966.716	34378.80192	59485.23222	75473.45438	47191.3975	45990.211	162363.9129	70651.89304	228679.945	149981.4649	206591.0539	252795.2567	109318.815	66670.921	238221.8456	101001.7	70019.86063	82048.34003	40150.45631	163985.105	70668.7135	173559.8067	202909.9217	33959.6025	46185.985	51428.15425	142587.5667	1783523.8	79463.36	112871.5467	31221.31833	74677.146	197552.1033	49420.755	86858.72	31175.73857	60002.70964	126076.9756	180452.6433	123195.3353	69034.71	45453.10633	52011.07444	441436.8555	59136.1	46188.06125	110335.86	124355.38	65136.698	62705.02286	128493.4521	48908.1	32920.01	62902.44433	53592.44857	121169.2157
pHILIC_130.0862_7.6	963839.7786	1866405.12	1443571.232	1836175.933	1007561.673	1169067.908	1769777.289	755187.9938	1344634.942	1341398.2	993933.1	1289214.522	1297265.15	1436304.121	889227.5231	1247519.983	1598420.813	982326.0143	1523524.205	1592010	1238954.713	1800263.403	1657831.013	833864.4	866079.0798	1306614.933	1567428.983	1764967.175	865805.75	921585.075	1172524.4	719449.225	1484607	956875.9	1193750.4	1459028.46	966211.9	690140.35	1133971.9	1438850.471	1445385.736	1205334.533	3849834.167	1338846.707	3970498.8	3764535	1226101.678	4588701.429	1131813.467	1992043.475	1071658.611	1588427.85	1273546.88	1132395.171	2015496.824	888287.5	1098355.529	853363.1833	1209113.8	1222485.071
pHILIC_139.0501_7.6	158312.3871	179962.1333	338587.2526	173801.6333	152913.4333	123419.6646	166057.1789	143288.4631	117798.1917	340965.89	114175.6979	180116.5291	245003.52	71367.49913	141605.2146	133247.4417	162181.6813	124514.8243	199892.6227	241191.8	266154.9031	150161.3923	118119.7138	138999.7317	182644.7921	118288.6017	159840.8	218944.85	121243.85	190505.625	250247.1	112719.3825	180534.7	112081.1733	97461.36	132249.966	138645.2733	135081.75	105396.415	288898.3	112400.6445	257915.6556	131795.3483	118351.1267	222103.28	132887.4	166270.4367	139893.0507	155189.3733	166636.75	116159.7033	149104.3025	217354.04	165164.7043	155041.6676	154545.6	222314.2143	195649.8083	134313.8029	185902.1143
pHILIC_182.081_7.7	3992485.929	4821745.4	4931540.737	2832296.111	4837419.267	4811942.875	3838557.444	5716304.938	4533607.5	4607813.6	6701092.429	3630708.043	5783013.6	5297207.609	5282764.154	4423195.667	4703340	4046633.429	5481895.182	4308749	5967767.375	6127987	6468612.25	5997347.833	5892448.702	5306438.667	4039201.5	4582694.25	4781086.5	4198080.75	5621722	4382503	5307547.5	3495907	5174430.167	4417718.2	3443618.444	5100777.5	3896060	3745228.429	4934054.182	6008754.889	4713171	5707929.533	5996980.2	4394867.667	3953476	5452310.929	3901710	3976132.25	5396922.222	6520040.375	4284953.4	7212798.571	4897627.931	4721066	4490077.643	5213003.667	4796375.714	4839497.286
pHILIC_280.1384_8	79345.20421	170795.276	188115.8347	33590.44778	115021.3393	122956.4463	100018.9317	120522.2006	88089.39667	62313.419	66612.71929	131999.1639	108395.54	128572.7783	65829.69154	119164.8375	105036.1388	50757.34571	127059.9159	64981.21	234187.4556	190514.7013	86045.42	174711.7667	132715.753	107076.845	125632.785	132311.795	110315.14	99196.81	176625.4333	120990.9975	179532.2575	66921.32667	289279.7667	137780.614	89885.45	88148.105	67173.335	94687.16286	107305.7436	122175.0344	162786.9767	111732.0947	72717.006	92969.22	50162.86333	301100.6214	46518.76333	108743.2125	97700.67222	125793.015	58867.184	59649.08	112333.959	36329.66	98534.05857	127012.6317	89626.91286	102434.9786
pHILIC_104.0705_8.1	121494.0421	208053.3933	205681.6332	142215.7222	144864.3387	127298.7983	189411.5167	180673.9638	175117.1625	187394.55	211674.8357	164638.2404	234008.37	195953.9043	176957.8231	277651.8667	215380.2	151545.4757	150684.2559	100401.1	205891	254482.4825	187884.475	265646.8667	205066.99	174718.15	125412.4683	151515.05	131083.4	145388.45	256321.2333	165430.6475	137802.55	107535.6533	396192.2833	250416.38	188579.4233	137434.39	162897.4	150614.1429	183115.3636	186326.8778	288998.0833	182954.5	180104.7	130637.1667	152149.5889	234654.1643	121050.9667	152236.1625	172098.0578	176756.8375	164027.66	126340.3314	177903.6245	95440.81	139216.8643	136382.5875	152091.2714	195821.4571
pHILIC_269.1239_8.3	163045.0071	320868.5667	201816.4663	157831.2222	184989.12	134508.7763	256841.3333	266031.2063	281105.225	167347.82	383870.5	360997.1435	352526.29	464565.8217	141646.5077	255804.575	396042.6625	71499.16571	370822.65	177053.3	298076.8563	240879.355	167672.5813	202149.0167	368700.3128	228562.7333	166617.6833	178958	98661.8	104794.465	131550.4	286660.45	211918.525	115199.8133	271103	142121.42	115734.2511	438069.05	172543.4	423811.7286	407139.4818	239359.0889	211118.2333	316245.2333	202673.88	227325.2667	163313.4889	231812.1464	149729.7333	313264.925	210415.8	173769.7625	107953.53	351666.5571	214562.4821	220027.9	206443.8929	181518.8917	117347.9914	119933.0814
