SampleID	ZJTKAE3	ZJXC41N	ZK112BX	ZK4CK8Y	ZKFV71L	ZKVR426	ZL63I8R	ZL9BTWF	ZLGD9M0	ZLPRB8E	ZLPZS0H	ZLTUJTN	ZLYEM2C	ZLZNCLZ	ZLZQMEV	ZM7JY3G	ZM8YXDM	ZMBH10Z	ZMBVNFM	ZMS5W76	ZN0JE53	ZN3TBJM	ZN9YTFN	ZNDMXI3	ZOZOW1T	ZPDABJR	ZPEL6L3	ZPF36E2	ZPMBHPS	ZQFL1P3	ZQMVU4Q	ZR47VBL	ZRB0F6P	ZRLZ98T	ZTJ7L7Z	ZTLIFAS	ZTMFN3O	ZTTL3YH	ZTUO1AO	ZTXY83G	ZUL3S6O	ZUPAQVU	ZV14SIB	ZVBQY1N	ZVC4YUG	ZVGW5FI	ZVM4N7A	ZVNCGHM	ZVTCAK9	ZW61YGW	ZWCZHHY	ZWFDEY0	ZWHMV5E	ZWLGEWL	ZX52KVK	ZXSO14L	ZY1ZKJY	ZY7IW45	ZY9XQJP	ZYXQKWY
nHILIC_167.0349_1.3	317535.2214	155510.5475	1629411.958	235379.8889	273717.1133	244214.7038	468794.2889	258686.8375	338181.9167	100546.491	141448.5793	228299.9135	244421.809	171465.1391	90528.94077	211731.5158	188325.2125	139321.25	199480.05	126919.9	314674.0463	276884.664	189358.2063	124334.7117	347313.556	553049.55	1402743.8	307652.255	283870	374090.25	169468.6667	269046.075	208672.575	164675.6667	448112.5	239185.02	238977.4	86707.095	3991.5793	250425.2686	323316.4227	279744.99	195016.1	104040.352	202761.4	325635.9	219899.0889	167348.4907	166841	236919.4875	272261.1444	179789.74	490406.64	284573.2857	538479.0448	174187.2	224406.9714	335697.3667	241259.3286	635564.9571
nHILIC_188.0023_1.6	1476401.429	1310573.958	339798.3942	802403.6489	2088896.373	937593.7329	1598256.656	1692138.088	5661054.75	600677.12	422088.0914	902591.2783	1053096.18	4067778.357	477308.6923	975034.2917	889504.4375	879263.4143	1853633.532	578454.4	699226.6894	2045934.403	1240449.341	185372.0683	1254642.017	666026.8333	3500993.167	1090234.95	314452.075	1317508.55	141691.87	303719.95	671079.4	651168.1667	1042452.4	315735.44	557347.8022	450873.1	451462.55	1034191.571	1650292.136	790221.4222	651579.2333	1106091.18	86428.232	1303763.467	398332.2611	254487.0086	1076033.1	1305788.138	1106043.756	887948.25	829021.72	1031321.243	1103479.448	1461141	788219.1857	1347133.367	498124.79	518076.1714
nHILIC_115.0399_2	12881142.86	11562359.4	12550589.16	11595756.44	13641351.33	13401625	12893515	11281255.44	12132547.08	11343736	12043340	13006040	20663431.5	14879381.7	8795465.231	11880077.83	14347836.25	12939942.86	15318812.73	12087500	12618007.81	12935634.85	11363176.06	12683501.67	15322491.2	12176416.83	10505617.33	13019460	11798660	12640272.5	12215786.67	13974455	12115336.75	12985043.33	18888353.33	13752452	11904101.56	15296475	12570315	14816401.43	11443822.82	15090786.67	15307200	13321738.8	13683290	10515838.33	12180232.89	16887984.93	12554010	12806361.25	14665664.44	10658987.67	12683330	9539345.571	11395763.28	12940820	12474915.86	12331281.58	14593464.29	13794593
nHILIC_212.0022_3	31610398.57	14899995.33	24480930	10807556.33	19982464.87	17926549.54	43789070	30591424.75	17076852.17	11917702.8	15980013.57	59930287.83	23924744	24485620.65	14305607.85	18418757.42	37381638.75	22185225.71	32480689.09	24441670	17204229.5	22712996.55	18200032.63	19850489.17	28670606.82	27343104.67	20414486.67	20048702.5	15146031.5	17074422.5	26947176.67	16939017.5	38065022.5	10432967.67	14006598.17	28570280	22367688.89	13212628	20800510	40185747.14	27629288.18	7015180.333	13037832.83	26228628.13	3813599.8	17447963.33	18576109.33	19636577.36	18546500	21564342.5	16191100.44	18825973.75	16821714	32300784.29	22941734.72	23066950	26451414.29	52442316.67	18721678.57	25650015.71
nHILIC_111.0199_3.4	76684.72214	102951.3767	89191.81	73474.61111	93015.68133	71461.86667	92664.51944	87439.70688	85852.49	104112.611	97479.19429	89349.24565	101861.768	91235.85826	82773.57	98717.96333	90313.13125	78644.84143	103264.0682	93353.32	73828.74813	104092.5153	95594.3375	88340.66667	80040.61561	76254.97667	72156.18	100790.89	64227.655	71430.8075	80052.16667	89176.1725	77897.8275	80999.36667	78265.98	116415.216	84266.80111	93690.135	80017.645	67080.67143	89855.92455	79168.80778	92295.33333	104834.6227	96700.264	101449.3233	88770.76111	92204.025	77389.57333	94972.35375	76695.69111	104260.9313	82605.294	65561.96857	88497.09414	84392.49	99328.46929	66952.53917	69401.45571	79013.10286
nHILIC_121.0505_3.5	201697.29	104730.2717	90088.21632	100430.5356	102633.1187	133807.9221	93526.62889	93611.12813	514328.1875	285302.629	80704.09286	147317.0265	71646.87981	88141.60652	73294.81385	74795.99833	112653.475	68106.42857	109873.4668	85042.94	128429.4031	153037.3648	97227.05875	84447.13	259648.8848	236214.4833	124177.2333	101453.555	120123.1	106141.0125	107678.2567	79917.1475	194280.01	2576103.333	71100.75	261703.142	66322.57333	81590.52	73595.41	115602.43	106102.4364	99978.17556	105678.865	74390.00867	98444.352	93140.76333	83446.26444	72270.87214	70635.19	121250.0263	97539.90222	70341.39602	344616.192	313155.1757	123151.5372	66975.68	137209.1114	107284.8533	115567.9286	80488.27429
nHILIC_197.0678_4.1	1894520.929	418353.5468	562943.2663	1346958.489	2291313.533	1207436.343	5179854.333	3278757.125	2160320.167	682609.09	1734888.236	528381.9983	2157676.9	28692.16452	1215816.931	2358338.058	2407912.213	156872.2457	3288518.909	2016209	360551.8529	941936.67	1496701.446	376593.7967	901921.0758	2730672.567	4158812.167	1561638.75	1755779	1299130.15	650924.1	632934.45	4247347.75	2742215.667	1968215.167	1127016.254	1447966.87	1257745.65	917903.2	1992530.514	2414234.691	847893.9	1564508.417	936956.6467	1162341.7	1073502.667	2730703.333	991481.5112	799514.5333	1716679.438	1146036.909	747763.75	1086592.58	529445.9043	2730650.983	1717547	1429022.871	1303992.525	940751.1714	1831899.571
nHILIC_87.045_4.2	105531.0579	114475.4067	85534.42158	110102.5089	86146.052	191318.4458	111525.8094	110113.5975	101470.665	94047.709	84913.26714	104806.9874	122656.55	106335.0522	73044.60231	75864.27083	114134.4125	88571.98286	111457.6286	79332.75	84753.34375	118249.4815	78801.68188	71584.19333	142653.2082	95712.20333	116955.7767	120323.24	110659.155	93354.315	162236.5333	68983.13	103305.225	121604.8333	116629.7717	81883.696	135525.9667	105653.21	68915.06	108984.7457	108363.7218	96708.26111	166056.0667	111987.9373	83490.706	92253.39333	124787.6633	93418.87571	103104.14	100422.5438	84743.03556	68150.28	85105.416	87190.24429	131014.7517	92311.43	112175.1136	130562.7167	119427.1714	129185.2486
nHILIC_151.0261_4.3	898279.85	1058431.24	1009517.505	549329.7222	948955.0533	1052541.088	930804.2667	980589.6625	834727.2083	1254791.02	1463675.307	1204423.178	753993.88	933702.3783	919301.5923	1010909.617	1511337.013	1402138.1	1292780.591	1057211	636771.7563	1082764.585	1032949.5	1133661.632	1238161.479	1035791.5	862760.9667	1469778.5	725826.6	774855.3	776871.9333	1202331.5	906995.875	654225.0667	989694.2667	1581362.8	964596.3222	1086798.6	661599.95	1019753.557	1022117.464	1069162.033	822754.75	1451617.453	1381261.88	1043981.433	1321039.022	715910.3429	1088111.8	1127339.75	775548.0667	1300201.125	1208692.4	1141471.586	919387.8241	1289021	1120988.729	863893.8333	969948.7571	1059903.871
nHILIC_133.0506_4.4	180296.095	125337.6377	46900.68211	134417.3233	121163.7233	145609.1292	136374.8806	133694.8581	183387.5242	78420.296	51865.96429	170040.3157	170669.672	83484.67043	47710.84308	84542.80167	127470.8975	27240.32857	140251.3636	58639.88	282751.9188	196189.6078	175270.8919	68892.84167	512779.1762	143050.59	78814.24833	53426.905	97463.545	287301.9475	146353.0267	58682.5275	52415.5025	178904.82	29315.13833	34700.634	54053.87333	140642.14	141019.06	110270.8571	253512.6064	383070.5433	611801.2667	146476.296	44832.056	112433.8167	112406.5178	147554.785	38262.67667	96854.23125	155899.1067	45423.1325	53986.858	108532.16	215360.9872	87168	181887.4771	66217.66417	366551.65	54336.92
nHILIC_87.0087_4.4	6486184.286	1444950.084	5865945.947	6693081.778	5997178.867	6871954.333	6712864.5	7410464.625	7283147	6362159.7	6698096.357	8990969.217	2519725.649	4479779	2777134.308	6605892.917	6261901.5	5742962.143	3930850.773	5535230	2686032.375	2577690.343	3614736.375	8527431	8668495.591	6929859	6793735.333	7707742	4447458	5869914.75	9051264.667	8930270	6081399.75	7347065.667	5296147.833	7575004.6	6408191.222	6546850.5	7438883.5	9597330.286	3194986.909	4182520.889	6968169.167	3107764.933	4275467.4	2990279.667	4410939.911	2553063.064	6209253.667	6855235.875	7586116.778	3756872.474	5573992.6	1985211.086	2615034.517	7864268	4025236.429	4041045.25	8272330.143	3705964.843
nHILIC_176.0387_4.9	133412.8143	172227.47	131074.5189	113583.5556	137091.7667	120032.4425	143819.4556	123737.9888	138113.7583	179399.23	120752.1857	165279.0639	101416.662	110201.141	107888.0369	129962.3138	122070.0263	106061.59	167436.6773	189242.6	108755.4609	148106.1109	134426.7413	137147.895	134489.8094	128761.4917	177202.9333	121176.77	151234.05	122213.43	129135.8	136430.4	128523.1375	118308.1	126662.2533	150327.24	117103.6878	113430.575	90993.58	137594.7	111770.9336	97111.78178	151613.0667	114146.4313	135287.88	106957.9267	136414.7338	95730.065	116081.4967	133957.2375	117472.6433	105971.7275	94491.3876	197823.4571	137971.6766	140317.1	120863.2229	120482.6667	140148.7286	105597.7743
nHILIC_131.0349_5.1	230607.6	185634.4704	190400.3947	227023.6556	160249.3267	291262.9083	209245.7667	241685.1813	176990.7333	162943.69	169331.6143	218128.8957	147205.5107	210628.7513	147647.2708	167641.5917	198299.3625	174887.1571	258908.3727	150651.2	180457.025	229247.77	178095.4506	148638.9833	177927.0807	137478.1667	223649.15	224546.225	221393.85	157351.3	271835	123870.425	196452.45	278008.8333	161015.9167	160035.38	259298.1556	197210.4	134083.15	183245.7429	187932.61	245328.8667	298561.8	224108.8533	190930.58	308098.6333	207421.3222	308025.755	208335.7333	215020.2625	148066.7778	168021.9808	162396.28	147994.9671	227545.0021	209986.8	272037.8857	235380.375	220407.4857	181438.3229
nHILIC_481.244_5.2	74458.77714	45923.48733	74017.07563	37763.48333	73853.8118	67406.2156	72951	73786.62709	109657.2817	55603.464	84193.19447	79951.95913	44921.716	66655.97217	51171.94231	59373.01	60914.28138	61248.90714	43064.72864	15397.99	65177.81981	94594.55125	44482.77963	72972.36	129008.5655	57255.89833	71113.61	27432.8675	58735.45	52742.45	39657.83	71320.5975	91324.3475	88836.76333	48285.22833	87875.784	24446.688	104876.35	5568.665885	85174.11143	29775.79755	78959.24111	88101.57	87552.40267	39422.518	53998.06667	61196.10556	61362.39071	32544.29	84763.7375	18287.83622	77881.98125	41437.3998	100444.99	59869.14793	19868.94	45366.39857	112235.1742	119154.8257	95270.32143
nHILIC_157.0366_6.1	592589.21	1867415.453	1007448.526	30851801.85	1027610.18	2240988.605	874242.2395	643165.645	917724.465	462050.73	2007045.436	991772.7217	1046308.83	1351661.53	1021526.823	893500.925	828483.0625	584856.26	1252464.223	699192.9	1224257.363	1258475.912	1050874.475	701455	843104.947	935898.8	353153.6034	840867.575	1153346.45	832386.2	458241.3333	756978.9	777843.025	486960.2	1157362.283	492888.61	731917.6444	1263361.8	923075.4	1618758.386	1049156.925	807125.7111	762891.59	1629713.193	1289108.52	918481.6333	1092171.956	1111255.221	719673.4	2012442.62	2262863	1245242.563	1124592.98	971716.5429	1279641.645	755876	1127356.514	868922.1833	594097.0857	1049382.429
nHILIC_130.0872_6.3	4406132.143	7130798.067	5587339.053	4030417.889	4924941.667	5305834.917	6022570.611	5492990.688	5930521.167	5017361.9	5831515	5566297.957	7529087.5	7100955.522	4134374.692	5596079.667	6257217.625	4415711.429	6392055.636	4929713	5599259.75	6044938.425	5126669.875	5538076.5	5778923.728	6200238.833	4008125.333	6021408	4326670.5	4262809.25	5374365.333	6229329.5	4727730.25	4235835.333	9034965.333	5650925.2	5120036.444	6937884	4370785	6868423.143	6291336.545	6218716.444	6740420.5	6560966.133	6405294.6	4505784.333	4862245	7465630.429	4321332	5817165.75	6151800.556	6760804.75	4935220.8	4774836.857	4787207.793	3776967	5013761.857	5899088.083	4635536	5558358.857
nHILIC_235.0723_6.5	62194.62429	365492.5933	47165.95632	29577.70444	51293.048	38195.02708	61519.35056	55234.94931	44996.92833	36938.727	77034.74143	41101.06174	145001.095	271151.3817	209036.6231	55962.23417	69049.41375	32686.41857	282631.8955	18176.57	325726.15	243407.0375	212310.0688	43240.26667	153580.8771	128207.4067	45820.10833	78383.3125	30750.75	59698.2175	59186.54333	82589.5625	63719.5325	56465.31667	57706.00333	75875.23	70447.75889	28268.785	36594.99	62306.96	166887.3655	181825.1	67434.85667	284476.222	118238.038	367851.3	146409.3433	322366.8836	84798.09667	66120.29875	76091.65667	183739.0063	62027	135117.1114	263337.7976	51338.96	185107.0793	196153.455	48767.25857	129746.5843
nHILIC_177.0339_6.7	916568.2714	913177.1867	801205.1684	1363450.111	1412836.047	1365089.217	1258088.617	1328926.144	1006060.308	1465987.5	1358261.8	1552171.457	1806326.09	1086869.309	842522.4	1152470.367	1694997	1091047.2	923491.6636	1509566	989969.7313	1274471.788	899220.275	930572.0667	1281047.158	1228506	1342147.6	1226412.925	1055863	1013363.125	1698243	1286742.45	1191215.75	1399753.667	1803284.65	1468238	1677194.222	1375458.5	1170653.3	1439019.571	1347273.1	832358.4222	1460517.167	1285804.907	1025503.14	675910.7333	1062784.344	951955	975511.3333	1273074.788	981163.2444	1095250.938	1048964.84	935795.6143	821037.0621	806135.3	965412.6857	743687.3083	943210.4429	790788.2
nHILIC_238.0929_7.3	302548.2143	356128.107	396866.8316	238143.6667	334679.1467	312258.7917	311812.7333	351799.9313	270509.5	257401	271930.1071	331996.6087	229210.8369	382065.9391	299136.7308	304096.6333	304771.7	277650.0857	323683.1273	257727.9	355675.7369	399504.8863	316186.0556	348415.9167	373281.5937	297178.4667	326643.7833	294117.525	347610.7	337136.275	387377.3333	373590.375	374522.425	276783.1667	442281.2333	281462.96	274083.9444	277171.55	265114.55	259043.5714	267050.5482	405276.1778	391681.65	301521.1	345589.76	273779.2333	256536.3967	401609.9186	284822.8	293645.1375	290067.0333	312309.9099	317467.84	335008.44	325508.9417	236280.5	291757.5643	318780.6583	337275.3571	294352.4029
nHILIC_120.0124_7.6	576949.2286	549889.88	743939.8211	570241.3	776100.4667	602768.1792	578004.5889	653885.9438	667078.05	639206.67	625232.9071	613948.4217	1041647.25	544514.7826	578888.3923	596043.2417	780702.375	609983.8	530378.9818	675590.5	554484.375	616462.02	529486.5063	659216.05	583401.0026	536527.45	592748.9	759904.65	580251.95	542554.5	713694.3667	580101.575	665693.675	532308.1667	967652.5667	577403.06	524159.4333	523400.35	446865.9	629508.1286	540817.4364	569452.4556	650542.8167	492314.7133	551179.72	392877.2333	555530.1	507808.7286	501911.5333	518534.05	627141.5222	447574.0502	616346.32	570528.9429	467810.0862	458032.2	500277.5857	477513.15	630855.6714	543291.3857
nHILIC_146.0458_7.6	648198.0357	886556.4533	690173.4105	558294.5	698289.58	679103.1917	732869.5389	693606.0375	721213.2417	714391.66	777268.8143	798509.6174	705266.33	689981.7522	606117.8077	652974.6583	746323.825	632015.4143	777881.0455	752054.2	706298.575	813507.485	684647.2875	737736.7833	720520.9395	702922.2167	753614.05	777459.275	716120.95	662877.55	743588.6	723818.225	727089.05	600855.6	817886.75	641736.32	615714.3222	705903.1	719145.75	761480.6429	618153	567112.3	674466.9167	661916.18	673466.4	644020.4667	670853.3333	560614.2786	603862.4	758445.775	700650.0889	683983.175	712066.72	888132.6571	726887.4241	741902.8	608349.3214	711345.8917	627861.1	582695.4714
nHILIC_128.0352_7.6	4577536.357	6962456.467	5922664.368	4580505.778	4829409.867	5492771.167	6239805.444	5832381.688	6310353.667	4598835.6	5237706.786	6347008.13	7892453.3	6723204	7306212.231	5625169.25	5830915.5	4171458.286	6757178.318	4051361	6544026.625	6441326.225	7855982.563	6547238.5	6367445.219	6102886.333	5006862.667	5941957.75	4622205.5	8161294	6327757.333	6738065.75	5369933.75	5390928	7718545.5	5979993	5350916.778	4662399.5	5713230	5273738.857	7098939.182	7249098.667	8114902.5	7032631.133	8719275	6907440.333	6853257.778	6340174.5	5526114.667	7201928.75	6204655.222	56052249.63	4531786.4	5584215.143	7099596.448	3836999	6307995.286	7256844.25	6809281.143	5686214.429
nHILIC_114.0559_7.8	1352883.25	2941040.633	990158.9895	499252.7111	574442.0467	759708.05	978282.1333	553385.1375	1436161.367	650487.36	711786.0286	1290819.917	923353.84	1007450.157	908384.7	815605.6167	996870.8125	1050290.114	1092461.936	1045492	1266194.2	911115.9425	857345.4938	859534.4333	1026714.996	1058655.9	967907.6667	1229146.5	873059.05	1105639.275	1092753.8	887608	824151.575	739312.6667	1149340.917	709634.8	676880.5222	675806.4	585429.7	1445740.286	914573.8364	1091288.978	886253.9667	963388.32	1324342.2	790489.5	1066266.311	749841.3571	904827.6333	857783.7375	1041419.833	2616978.3	672019.14	957452.5857	905969.6931	755891	887966.2571	1127220.208	662719.8	958020.9714
nHILIC_135.0299_7.9	2034542.5	3109411.8	2084975.053	2020145.667	2438394.333	2785721.625	2267826.611	2421302.875	2582766.417	1962366.2	2136945.286	3178431.609	2119594.4	2370375.304	2024496.615	1736110.642	2722225.375	2538880.143	2796750.864	2609066	2614484.063	3668700.05	2444383.938	2306420.167	3396820.544	2239958.833	2288867	2397954.5	2385614	3136895.75	2191007.667	2060407.5	2299732.75	3485725	2106884	1711499	1937707	1709075.5	1766095.5	3377937	2487919	2071275.333	2674046.833	2043243.267	2270808.4	2268727	2892704.222	2055184.271	3049933.667	2420164.875	1826019.556	2148091.875	1957874	2267604	2587194.759	1618783	2746376.643	3375263.833	2109834.571	2090206.286
nHILIC_287.052_8.1	94151.61143	105758.39	104992.3079	88343.14222	105653.7907	115205.5083	125502.0167	118124.4269	123634.3658	73647.475	92042.27	181811.8087	120488.715	122600.9057	51131.49846	87604.56417	115125.7125	85948.45857	115251.8073	93930.27	121695.6271	140944.6778	80669.5375	83351.13	101490.7238	119237.2333	108320.45	96100.6075	113615.15	103756.21	86562.85	90896.025	103336.06	88413.43667	116569.0433	82238.16	73150.08778	119082.75	69646.875	163333.2714	107548.1664	103429.8044	92460.22333	99849.18733	103467.8	69141.16	104534.8378	71910.34	95564.50667	105906.39	75526.73889	86899.72	84589.496	133440.0243	115995.0338	66878.94	110269.1671	102266.5683	109108.1586	116017.1386
nHILIC_195.051_8.7	1555786.214	2116881.673	1478183.172	1701380.111	2359427.82	2035167.5	2220249.556	2305377.938	1442352.167	1364564.1	1494723.893	2709658.673	846938.1719	1732478.028	1562613.192	1343599.092	1432236.55	1395333.857	1549234.508	1429123	1874540.256	2838527.518	1808109.211	1154305.35	1560803.604	1458525.667	2031157.167	1005475.811	2394978	2405413.75	1676937.333	5839744.25	1947271.5	1723042.333	2194533.833	1592936.8	1327057.527	3073312.5	2044248	2037106	1396621.689	1728701.721	1935950.283	1452778.919	1090365.738	1437211.567	1712305.866	2192297.321	1610075.667	1245783.013	959097.9159	841982.074	1701390	3042816.499	1791687.247	1965517	1739002.142	2209673.915	2014228.106	923141.1765
nHILIC_130.0509_8.8	137117.8707	266826.2907	120821.7655	165406.7889	146061.9387	159134.5613	141201.8606	120188.4931	196995.4083	162271.129	221740.4786	226400.4957	191837.132	134136.8557	159720.6377	211851.9583	127334.65	207169.3857	163575.6364	259093.4	301841.3163	122063.441	111655.6138	222055.1167	224405.9498	190289.45	152943.6833	148160.525	100897.485	151617.975	174531.3667	294017.4	276950.125	147041.4767	172287.7167	152163.9	139664.6578	226225	114022.435	244468.1571	122280.9955	150133.4244	153785.46	144158.6813	100788.104	88491.46667	107062.1822	184112.9179	120247.3267	134220.5875	289309.8556	202521.4	167840.644	140548.2786	99730.48621	101729.7	199737.4071	249110.5275	151141.1143	147371.3914
nHILIC_154.0621_9.6	1193440.5	1191117.507	1196940.784	1147900.111	1351687.133	1080007.25	1195468.111	1216804.5	1281310.083	1170142.9	1324592.286	1248075.33	1306147.19	1400879.578	1362549.923	1251251.083	1163363.875	1155973	1174879.695	1110583	1845746.406	1160945.828	1255832.813	1241638	1224899.584	1293472.167	1314770.167	1216911	1179741.5	1118175.5	1193459.667	1363282	1245675.75	1123066.333	1086991.5	1158658.2	1225871.333	1188013.5	1234300	1327940.571	1202769.636	1247519.533	1099517.4	1294880.2	1026579.92	1469694	1204154.444	1294472.643	1065690.933	1262510.875	1186853	1258311.25	1170189.8	1291020.286	1174513.438	1256280	1007336.857	1131694.283	1179047.429	1234707.714
nHILIC_74.0246_9.6	67961.63929	85367.922	67206.20316	56885.58556	52301.86	66143.99833	53160.85611	67569.67875	60539.56417	51890.848	54170.96857	62716.04478	64331.765	60317.68652	61689.69308	55210.00167	55993.4925	60136.11143	60802.47545	53264.39	74889.93188	60042.651	72063.00688	59009.68667	61170.13912	61268.41833	80487.56667	63988.815	75069.165	60231.6475	55527.95667	62671.01	69194.59	58291.18	49760.225	75002.88	57800.59111	51325.36	54831.84	53317.48714	55195.49909	56551.03444	64834.67333	54545.254	52261.176	67031.92333	70302.70556	56785.52786	59760.77667	65441.22	61142.46444	59624.41375	62285.018	66127.88857	98280.26138	50131.2	50152.81643	70585.87583	48098.44143	53714.47143
nHILIC_131.0461_9.7	107574.8207	126120.498	127676.2789	119517.1533	102983.58	117358.0821	120544.115	119751.1938	150982.6667	133055.67	135147.4429	118034.5739	143961.33	119920.2965	109961.3169	126743.6667	143481.5875	116899.4571	127866.7455	112042.9	107930.7833	124730.7518	159574.2794	144995.8833	124522.7812	155112.4833	147173.4333	131387.325	132010.2	115454.5	123907	169940.6	109308.1	104936.5033	130960.7167	140287.08	129419.9667	118491.05	165276.6	119533.4857	120678.9282	122443.63	199202.95	132512.1667	101875.26	168267.0667	124364.5256	135528.6571	130450.4333	123642.25	132287.6222	145972.05	125296.46	130465.1729	134538.7031	123279.9	104563.9521	129647.8175	116556.2429	119060.8071
nHILIC_104.0352_9.7	306603.3143	344503.32	358601.6526	252171.5333	256250.1267	231802.7042	273094.0667	258200.5	219022.9583	277428.11	261663.5714	249102.9739	368781.06	303219.6857	300659.2385	334960.6167	256375.0375	285564.2286	241710.4618	231091.8	203442.755	333064.1198	253594.2031	280083.4667	324484.6033	338186.9833	320440	260837.9	411406.45	230986.8	255459.5667	390087.325	268688.3	281808.0667	312802.1833	382209.3	337528.4111	195770.65	218733.6	203519.8143	286039.5	301302.4333	335776.9667	289624.4533	223574.094	321623.2333	398511.5844	327402.75	286164.4333	291451.7625	340896.0444	332108.7625	343940.98	302787.2571	330164.3862	250242	214855.4514	244067.5667	258247.3143	330183.4286
nHILIC_296.0378_11	2359693	3163450.133	1431270.911	2173909.778	2536641.533	2969195.958	2714365.167	3090860.688	1887946.833	2215496.8	1893859.064	2765948.348	2846994.2	2977589.696	3289219.692	2389511.083	3338624.375	1997222	2259841.091	2730567	3786827.313	4283582.85	3006959.813	1848263.833	2421117.589	2422386.167	2166895.5	2523982.75	2897509.5	2492794.25	2201130	2504490.25	2109490.25	1883420.333	3037242.333	2248361.2	2192624.556	3031230.5	1629402.5	2566466	3188977.182	2377195.667	2279521.667	3096518.467	2758083	1849860.667	2345066.867	2024137.571	3120901	2647934.875	1997211.333	2708130.125	2268907.2	3379379.857	2851046.759	1632245	2749260.286	2616329.667	2053710.571	2335617.857
nHILIC_209.0302_11	205268.2236	234228.6537	148597.3668	303367.9922	169153.2967	199782.0142	163122.01	219048.6213	147888.2966	226825.039	187948.5736	239355.0935	267310.325	295131.8517	225491.8223	171944.3092	297270.7	242310.6929	283568.6073	133890.5	164516.0581	299636.5385	231162.6388	232921.045	196062.9926	196532.65	164835.3233	322617.6	143347	241271.819	268503.84	183268.445	267045.8	222747.6	48169.67017	255942.068	276574.4222	116670.7	77134.36	299122.4143	203456.8655	312940.6789	233488.4667	303556.92	96109.636	856211.3333	215720.9356	385242.8643	119036.62	130340.3688	203143.87	209343.3713	245538.854	185020.9514	256439.1714	154143.4	290617.6029	386023.5149	305378.8614	134458.7429
nHILIC_191.0197_11.2	25902943.57	41704579.33	30802962.63	32962925.56	35260844.67	25954306.25	26015044.44	28524065.63	23675320.83	31161765	24110475.71	29428749.13	34353908	34159761.3	30661462.31	27257165.83	28283780	30571024.29	37878602.73	26542390	35013202.5	34722329.75	29154531.88	25215665	31034489.6	30995770	35746855	28221562.5	24993235	26596720	29291660	28839255	27335405	26789643.33	35997990	31346010	29655953.33	25465970	24458310	32800801.43	28450037.27	28311740	32218458.33	31664866	25538662	29312186.67	37708658.89	35751958.93	28922340	27741370	29184006.67	31963733.75	30577204	30278412.86	33633189.76	25489300	30896890.71	36696690	23716457.14	23757123.57
nHILIC_239.0164_12.1	5451355.929	8683954.2	5301747.947	2559637.444	4916571.6	4661429.042	4379193.389	5287101.438	3964134.333	2940878	3225209	4647739.478	5221506.2	6081208	6947100.462	3654508.417	4952325.375	3562005.857	5668317.364	3204848	8567695	9053684.225	7371611.563	4439022	4507172.535	2947177.167	5181862.167	5964996.5	6907521	3423244.5	3732777	5705837.5	3974652.75	3070292	5010449.5	3766463.2	2385032.033	4008011.5	3320021.5	3752962	5199260.636	6569167.333	3510148.5	4955321.067	5503030	6990472.333	6856014.444	5586966.143	5650181	4385614.25	4466396.667	5511788.875	5022544	7094714.143	7862331.69	3951308	6352632.929	6817907.167	4579418.143	5740925.857
nHILIC_274.1407_13.3	151178.3143	166594.404	168517.6621	99760.86	121761.0267	140718.1709	191673.3833	178844.2675	152638.3583	102001.759	157862.1714	181189.0174	189846.92	191513.7304	167025.3462	151879.275	168207.1875	155750.8286	191310.0455	160624.8	145731.7067	289676.3005	137472.2894	149066.8667	161470.9382	153224.4833	131062.7333	118279.605	165590.5	141824.1525	188512.8	186851.75	139207.975	155246	171795.8	143133.98	141642.0444	158248.15	116102.25	155491.1429	156272.5527	137156.7996	174524.7833	166404.2733	180299.92	135750.3	177509.3889	146314.5893	164869.6667	140412.825	174650.6	218264.65	150230.04	169098.4143	175768.0924	111658.2	141620.6143	196828.8583	127619.7143	191675.8714
nHILIC_425.0806_12.4	371442.8143	107520.7867	239414.8004	187768.9111	239596.5	230132.5384	187104.3183	349619.8625	162142.5492	145710.109	153111.5418	150276.3057	272220.455	275298	157968.6915	247246.5333	124594.1438	224685.77	355316.7275	58570.26	168111.8269	248456.9928	165155.2765	155196.5867	131546.5129	194609.8333	257659.2167	142257.5975	270678.8	123860.9425	229769.3667	213204.55	236205.9	217873.9667	247798.2	180839.134	243715.4889	258659.8	175178.2	222184.5657	192631.2037	90042.19222	432676.4	80018.92007	184482.29	138980.0333	389876.5136	167860.7593	110823.179	178189.625	187005.34	113255.6413	211904.84	321797.0571	383488.979	454077	181555.9264	107412.5093	62177.55	213397.1829
nHILIC_274.1407_12.3	290308.1	268729.5933	312728.9842	208218.1889	216701.9733	296909.8958	345319.9833	282820.0938	257025.6417	206674.77	286227.2786	336898.0304	421824.83	257596.0204	273231.2077	275520.5667	305860.9625	260236.6143	298698.6182	242982.9	248716.2063	478518.5975	249252.0688	245325.35	252443.5104	263009.6	244160.6333	238299.25	302039.1	254305.25	333026.6	334039.075	266683.475	332728.7667	313647	256747.88	291439.9889	264149.95	239459.5	269620.5	318681.0636	259545.0444	317585.4667	270398.9467	329598.12	218112.7	278394.7444	254271.3164	290405.3667	274328.025	310758.5	311883.5875	235026.82	297475.6286	298893.4717	219607.9	256330.8786	321831.0583	241811.4143	308001.3857
