	ZJTKAE3	ZJXC41N	ZK112BX	ZK4CK8Y	ZKFV71L	ZKVR426 	ZL63I8R 	ZL9BTWF	ZLGD9M0	ZLPRB8E 	ZLPZS0H	ZLTUJTN	ZLYEM2C	ZLZNCLZ	ZLZQMEV	ZM7JY3G	ZM8YXDM	ZMBH10Z	ZMBVNFM	ZMS5W76	ZN0JE53	ZN3TBJM	ZN9YTFN	ZNDMXI3	ZOZOW1T	ZPDABJR 	ZPEL6L3	ZPF36E2	ZPMBHPS	ZQFL1P3 	ZQMVU4Q	ZR47VBL	ZRB0F6P 	ZRLZ98T	ZTJ7L7Z 	ZTLIFAS	ZTMFN3O	ZTTL3YH	ZTUO1AO	ZTXY83G	ZUL3S6O	ZUPAQVU	ZV14SIB	ZVBQY1N	ZVC4YUG	ZVGW5FI	ZVM4N7A	ZVNCGHM	ZVTCAK9	ZW61YGW 	ZWCZHHY 	ZWFDEY0 	ZWHMV5E	ZWLGEWL	ZX52KVK	ZXSO14L	ZY1ZKJY	ZY7IW45	ZY9XQJP	ZYXQKWY
SELL	-3.523547667	-3.3962986	-4.121041737	-4.072912556	-4.514218533	-3.879034167	-4.120420222	-3.8331705	-3.999420455	-4.6660465	-4.171692615	-4.05881675	-3.376179	-3.955546304	-4.143969462	-4.150388583	-3.512914875	-4.247963857	-4.630690375	-3.367247	-4.517612523	-4.044523714	-3.558280313	-4.102712	-3.508605431	-4.377434857	-3.777698833	-4.055155	-4.274084	-3.695848	-4.800756333	-4.0147375	-4.11000225	-4.574283	-4.59617625	-4.7867556	-4.353301667	-3.3927035	-3.9062425	-3.763823667	-4.377829833	-4.063475333	-4.935729167	-4.822704533	-4.5107595	-4.627347	-3.834784778	-3.802403286	-3.608082	-4.144465	-4.450005889	-4.012335125	-4.2529922	-3.544756429	-4.231130036	-4.039908	-4.114861	-3.9771985	-4.455108222	-4.101101714
CPN1	0.034962575	0.392783574	0.505290974	0.7594796	0.479455227	0.576300938	0.398571468	0.492761345	0.094701613	0.34308729	0.456051652	0.368301879	0.178607573	0.484536052	0.141609535	-0.030479841	-0.67766335	0.3752406	0.513588329	0.4219393	0.232506395	0.64093134	-0.431155977	0.316211987	0.609257299	0.0102122	0.443860467	0.431183175	-1.009764	0.098443176	0.12989797	0.571483575	0.079388768	0.216903167	-0.028866325	-0.39947726	0.205440431	0.48624865	0.50085595	0.458484683	0.073442763	0.392328333	0.049966433	0.264079263	0.31651634	0.286760853	0.170637683	0.026916199	0.27159539	0.310034075	0.15685653	0.630107025	-0.12576448	0.4139295	0.28808434	0.2160906	0.125877354	0.076958714	0.181180339	0.109742121
DSP	-5.097892583	-4.836177667	-4.281412421	-3.640770467	-3.9637037	-4.341578692	-4.712976167	-4.598664222	-4.273800727	-4.7996544	-4.892700462	-4.316729542	-4.2882506	-4.07291713	-4.488011846	-4.621374833	-4.916949125	-4.475503286	-4.04017675	-3.884513	-4.02017562	-4.794763048	-4.174022063	-3.496849886	-4.3309414	-4.075950624	-4.512815333	-3.98996025	-3.670748	-4.4546394	-4.937550667	-3.690191	-4.81924325	-3.139006867	-4.535378	-4.5377144	-3.445998889	-3.0335105	-3.5036795	-5.763015167	-4.44574775	-4.5568	-4.09969	-3.783234017	-5.231578167	-2.967236667	-4.219985111	-4.923022786	-3.807540333	-4.4892315	-5.424163667	-4.457275	-5.0401386	-5.0432	-4.485087321	-4.949962	-5.093107933	-4.26051775	-3.9110846	-4.557903714
IGFBP3	-0.692186108	-1.770900713	-0.870989789	-1.173936122	-0.819434107	-0.863493183	-1.025771378	-0.643085156	-1.191748682	-1.4151449	-1.315876892	-0.717067648	-0.70931683	-1.286542721	-0.548377473	-0.839654492	-1.454544163	-0.936155786	-1.126979438	-1.188222	-1.221919178	-0.858954087	-1.508328569	-1.163052586	-1.430841421	-1.904128571	-1.241214883	-1.31089045	-2.309414	-1.9275752	-1.209785	-0.965131675	-1.195112775	-1.063268967	-1.761393338	-2.5712267	-0.561250812	-1.210863	-1.4281545	-1.107270483	-0.953246192	-2.207078033	-0.964753577	-0.978698017	-1.420183033	-1.018636733	-0.869973178	-1.651697264	-1.374824667	-0.618993813	-1.358651744	-1.216276163	-0.94415896	-1.261219729	-0.905258697	-0.2932103	-1.056549827	-1.673558833	-0.5387059	-0.504999871
VCL	-4.800437833	-4.142629867	-5.242366211	-5.955310778	-4.239376267	-3.9469565	-3.746648889	-4.355458333	-4.278470818	-5.5714944	-5.404425077	-4.294328083	-4.1232775	-3.953253648	-3.748335769	-3.2038195	-4.000858875	-4.736806857	-3.648506833	-5.375169	-3.965531909	-4.057861524	-3.733670813	-3.328323429	-3.868773415	-2.744468143	-3.214159	-3.063814	-2.602747	-2.7905998	-2.928548333	-3.38285725	-2.818866	-3.544157	-2.5157555	-2.880209	-4.203320667	-3.4254725	-4.680377	-3.2220345	-4.539837083	-3.138480778	-3.566475667	-3.7208376	-2.992452917	-5.479677	-4.061743111	-3.563555143	-6.193379667	-3.6147705	-3.180852111	-3.845770375	-3.3870482	-4.380313286	-4.073315607	-2.962604	-4.056740733	-3.989762417	-3.284782778	-3.341057286
LBP	-1.9987875	-1.86618632	-1.517127958	-1.478309167	-1.462222807	-1.868964667	-1.629767333	-1.345283739	-1.786148655	-2.8140836	-2.059916308	-1.249618758	-1.35210313	-1.488147783	-1.357178631	-1.589596042	-0.855979663	-1.872951657	-2.086317813	-1.796747	-2.069097972	-1.613148367	-1.238546325	-1.469082886	-1.490589065	-1.146904057	-1.646666667	-2.4346725	-0.04104853	-1.15112304	-1.439940467	-2.03283925	-1.9619335	-2.285364667	-2.2661185	-1.6233239	-1.909215933	-1.08367755	-0.840683	-1.395131073	-1.497036433	-1.374798889	-2.442537167	-1.858957487	-1.426601983	-1.448220367	-1.581532027	-1.486355793	-1.8432423	-1.794314875	-1.888122778	-1.654655988	-2.4064488	-0.804037186	-2.013399186	-1.250416	-1.586271123	-1.345687642	-1.1857832	-1.484172057
ORM2	3.207998667	2.492108133	2.967118053	2.138048389	2.949836667	3.24015575	3.037992222	3.241382	3.017807091	2.0526697	3.015942231	3.398651208	2.9228448	3.232861478	2.741875769	2.730757833	2.668244625	3.960421571	3.197045538	1.855711	3.94189055	3.089139095	2.672717125	2.821108714	2.825613074	2.295281286	2.153694167	3.19739375	2.486173	2.397405	2.735684667	2.75037225	2.79908875	2.597719667	2.610537625	2.3084754	3.065396556	3.0902305	3.001052	2.892060167	2.457303992	2.744769178	2.948766167	2.847792453	3.417791333	3.315179333	3.015447111	2.711132714	3.654231	2.9840205	2.158299556	3.146858375	3.1052248	2.358585771	3.669501464	2.578748	3.17650726	2.751043083	2.730973556	3.335365
ITIH2	4.62551575	4.643010667	4.989809737	4.458004111	4.807650533	4.808859708	4.867229333	4.9650095	4.747802636	4.607181	4.750139462	4.97384575	4.6513586	5.312323	4.775039692	4.930491667	4.56325075	4.369154	5.095984542	4.633014	4.968575293	4.563734286	4.652474375	4.976822	5.0694372	4.904460857	4.644575167	5.2996935	4.868094	4.9422748	5.123853333	5.07443175	4.66270075	5.023468333	5.1325035	4.9032984	5.123704889	4.6192895	4.559756	5.182992667	4.869401	4.863980556	4.842162	5.032009867	4.2538255	4.822735	4.722337889	4.817053357	4.699499333	4.928172375	5.014618111	5.085767625	4.7014646	4.452025286	4.709816643	4.644403	4.7554776	4.998526333	5.140902778	4.899411429
ITIH1	4.007429333	4.147496	4.352673053	3.819425111	4.2899786	4.186764417	4.354235278	4.425746667	4.462695	3.9603969	4.358160231	4.389086292	4.2178585	4.679512565	4.347795231	4.230541667	4.2857645	4.000508	4.493777625	4.369614	4.395840203	4.162282048	4.224562688	4.525878571	4.498600754	4.370137	4.256897667	4.54189775	4.476785	4.3316798	4.529371333	4.46491675	4.002575	4.390774333	4.46457325	4.4958288	4.524450556	4.0209435	3.976183	4.614711833	4.169321833	4.229215	4.003729333	4.389569667	3.607099167	4.239338333	4.099019889	4.331185429	4.345702333	4.325831625	4.286710222	4.516063375	4.3024874	4.091099571	4.102486464	4.245794	4.3250118	4.24114325	4.604672333	4.453249286
TYMP	-3.713944352	-4.973582	-3.665696453	-4.605131509	-3.035122837	-3.26297175	-3.519301839	-3.359825056	-3.752582182	-4.4077316	-3.842642077	-3.5425745	-3.8513066	-4.267483739	-2.788060269	-3.467483167	-4.348415625	-3.7163467	-4.05548725	-2.821828	-4.065503205	-1.112441817	-4.417997563	-3.761815571	-2.873704531	-3.853609143	-3.281270267	-3.52567455	-3.54922	-3.5646586	-3.613984	-3.65204875	-3.05920275	-2.207574463	-4.046741125	-3.2326222	-4.270070667	-3.0457875	-6.037279	-2.875580517	-3.004066417	-3.789180478	-3.000678367	-2.6780231	-2.436070833	-4.838879667	-3.763436222	-5.049065857	-5.125233333	-2.634029675	-4.263588333	-1.805766713	-3.1862428	-2.640027143	-2.291887667	-4.871932	-3.20403609	-4.397061667	-2.277369222	-3.012712571
PZP	0.335618393	0.643400633	0.3696069	3.167740022	0.136781837	0.846316928	-1.769635652	-1.038395422	0.593913955	0.78681609	-1.079114062	-1.086314529	-0.461252911	-0.670905493	-0.024609006	-1.467871549	-0.911678663	1.614890143	-0.344325848	1.830778	-0.880357251	0.939480206	0.825714444	0.648761414	-0.870861192	-0.654445686	0.750099617	0.278330413	0.1803625	0.89826036	0.311303033	-0.305850225	0.011620275	0.858688667	-0.635314713	1.4797445	-0.637379803	-1.2997395	2.8699845	-0.998773167	-1.06703695	-0.286373431	-1.096736917	-1.1203711	1.480701	-0.190849633	-0.035127932	-0.508027154	2.064175667	-1.36445715	-0.455706967	0.67658202	0.9887969	0.877684814	-0.649089686	0.9255543	1.136530567	0.839451367	-0.407006278	1.1658522
C4BPB	-1.10641405	-0.866130147	-1.030359352	-2.086216556	-0.868601373	-1.227180921	-1.312750261	-0.775753306	-0.565765909	-1.4576296	-1.725196692	-0.947081717	-0.72560146	-1.087184509	-0.695040169	-1.182000733	-1.495719838	-0.700353171	-0.716861463	-1.5964	-0.821992008	-1.241450986	-0.744638688	-0.8374416	-0.672920796	-0.855390086	-1.445628133	-1.116311	-1.128084	-0.93874056	-1.1314868	-0.882473825	-1.14826525	-0.965639767	-0.99133195	-1.58856674	-1.311010733	-0.6583609	-1.441188	-1.029272133	-0.878772142	-0.887006011	-0.762180267	-1.17119256	-0.607417967	-0.707221167	-0.9355455	-1.1529793	-0.949111967	-0.941646975	-0.999055578	-0.962874888	-0.95530946	-1.406571029	-0.835958016	-1.003326	-1.015965577	-0.995974808	-0.901692311	-0.8632616
FLNA	-3.263511833	-4.498424933	-4.264684789	-4.5958845	-4.40290262	-3.414820175	-3.65582765	-3.534920267	-4.489285	-4.75006867	-4.849120846	-4.159949625	-5.0125511	-3.67281537	-4.304700154	-5.016896167	-4.79818135	-5.324600429	-4.572225542	-2.749503	-4.314005549	-4.602112967	-4.500735688	-3.579205486	-3.974969838	-4.705160843	-4.341320667	-4.0276027	-0.5920987	-4.147194104	-4.206486667	-3.780855	-4.727915	-5.940210667	-2.422429413	-3.8617935	-5.497571667	-6.197899	-4.149845	-3.700870317	-4.94156325	-4.802423611	-4.168798567	-4.584957467	-3.447631	-4.394030667	-3.371428889	-4.016425357	-4.572468	-4.364256125	-4.162758222	-3.937172875	-3.07927426	-4.618924143	-5.029037893	-4.685618	-4.1578632	-4.07111475	-4.664759111	-3.771444571
SCP2	-3.06910205	-2.516478227	-2.989052495	-3.862510889	-3.690258867	-3.494717458	-3.171466333	-4.050685167	-2.663365273	-4.2683783	-3.399537385	-2.93524025	-2.9142767	-3.057200265	-2.549771846	-2.954084083	-3.63448625	-4.203484429	-2.472031821	-3.514231	-2.403446235	-3.373605195	-2.830681188	-3.872347429	-2.864433585	-2.913122429	-2.8460235	-3.30749325	-5.280353	-2.8451832	-3.150444667	-2.85060025	-3.38129875	-3.331456	-2.643651	-2.9711822	-2.075332811	-3.7722645	-2.9941325	-2.632344667	-3.088417417	-2.6322891	-3.214918	-2.521821733	-3.457787333	-1.534372833	-3.113177389	-4.182094429	-4.667293	-3.2850575	-3.136736	-2.79927025	-3.207396	-3.400309	-2.529049756	-6.90995	-2.587624413	-3.2076715	-3.729563222	-2.873622
GPX3	-0.005152347	-0.244599773	0.260239806	0.033852328	-0.003458681	-0.503756174	-0.286654617	0.059304624	0.732678155	0.187872667	-0.287529862	-0.316183133	0.52044691	-0.078076724	0.134334377	0.381981262	0.006881685	0.208483801	0.463688377	1.554234	-0.666150001	-0.243657142	0.060117874	0.053956471	0.342686878	0.068169586	0.03715103	-0.013929685	-0.3000934	-0.35092396	-0.173470083	0.039264173	-0.16549375	-0.047682893	-0.220869503	-0.718138878	-0.412707584	0.05494475	-0.011641375	0.091375577	-0.544093464	0.236625851	0.601106157	0.003292635	-0.60597798	0.0202515	-0.081191287	0.495566904	-0.236659	0.286993038	0.331683483	0.364647129	-0.08097488	0.126077621	-0.517389684	0.5244374	-0.015968648	-0.080531808	0.134715836	-0.103261529
CPN2	0.668657958	1.086389847	0.475820279	1.151048578	0.9852859	0.951793954	0.714130834	1.133814989	0.590542391	0.6854361	0.548445123	0.6801938	0.618555777	0.955560271	0.791665625	0.627148298	0.821739791	1.306079443	1.295079875	-0.8229025	1.019013097	1.190105048	0.024846472	1.253089186	1.360770115	1.243633157	0.765073333	1.136583675	0.6553006	1.00544472	1.0085	1.13512285	0.6369376	1.0329349	0.87908585	1.41418714	0.914364193	0.87980765	1.0034256	1.181311183	0.673405792	1.165151772	1.0801315	1.28572096	1.136193033	1.162521433	1.150695811	0.611369871	0.6988907	1.08993985	1.161901033	0.762300775	1.04105872	1.673468314	1.255931954	1.545904	0.841919129	0.840981208	1.278859389	0.674600957
PROZ	-2.707509167	-2.2286405	-4.444592158	-1.4151301	-1.959143333	-2.226272042	-5.756811222	-0.724179372	-1.548825318	-6.1716777	-1.153690769	-1.092564492	-3.491323	-3.503109478	-2.105568692	-4.412119333	-1.461053575	-1.472046514	-3.275845004	-3.456769	-1.475717783	-3.282443357	-2.533315688	-1.431607429	-1.776245694	-4.036271286	-1.409377333	-2.10604675	-1.539038	-2.362978	-1.816291333	-3.92049325	-3.463604095	-1.664683333	-4.012322125	-2.2569516	-1.266568178	-0.28341615	-0.8450142	-1.238878967	-3.6514925	-2.710439333	-1.696359667	-1.976021333	-2.359561333	-2.442748	-3.584235111	-1.35571005	-1.675462	-2.3596765	-1.271085589	-2.494792625	-1.5811204	-3.721918286	-1.50129105	-1.651507	-2.373749333	-1.964038417	-2.201455	-4.186407286
HV102	-0.16888197	0.754234153	1.875572358	-0.5811357	1.290177753	-0.884254553	1.572960333	-0.093738529	1.414284755	2.1958873	0.682768415	1.1308275	1.1069409	-1.07487957	-0.833222154	-0.672489792	0.98645795	1.955208857	1.714825813	-1.637434	0.822603827	1.200179105	-0.665422013	0.071964943	0.345423915	1.304914771	0.472925767	0.935775075	-0.4854149	0.25778734	-2.736666333	0.86684485	0.9183747	-0.444815653	0.589704263	-0.59778506	1.689066111	0.6481832	0.070009025	0.841896767	1.161369417	0.163682456	0.9216662	1.998268587	1.861772	1.993507667	-0.13967787	0.433755193	-0.7077838	1.217436246	1.251597136	-2.139383613	0.68579164	1.672960871	1.565135536	0.5344591	1.535137373	-0.99666215	-1.948428778	0.309926829
FBLN1	0.301608976	-0.055886271	-0.289617029	-0.134842048	0.269289965	-0.373348799	-0.287080166	0.345294422	0.11506445	0.151550529	0.252892249	-0.206437713	-0.095626511	-0.212344762	0.50392315	0.098624397	0.101020706	-0.420076963	0.194711632	0.5303428	0.135693324	0.503855595	0.367083931	-0.24277071	0.270391221	0.418657433	0.630423497	0.033726473	-0.01449125	0.064998138	-0.109552533	-0.0644897	0.157608888	-0.306868917	-0.009866963	0.11923002	-0.017543474	0.02329815	-0.117554325	0.140607362	0.231459373	0.130543684	-0.392407848	0.460988482	0.339532583	0.16322828	0.208053553	0.233790626	0.050150137	0.180574431	0.228385598	-0.308049813	-0.178821078	0.283854457	-0.11110393	-0.6346818	0.24183317	0.811296308	0.476685518	0.07141421
FBLN1.1	-2.64347775	-2.7948706	-2.766756368	-3.092155	-2.607572	-3.075398542	-3.006836944	-2.286501333	-2.753818545	-2.7036155	-2.606449538	-2.975212292	-3.1176522	-3.044537957	-2.586721692	-2.709058583	-3.015405875	-2.832798143	-2.599610417	-4.841712	-2.778718315	-2.493230786	-2.391119313	-3.391676143	-2.584370062	-2.490473143	-2.131324833	-2.57382075	-2.970228	-2.6971576	-2.930427333	-2.92619075	-2.44724125	-2.97201	-2.901908375	-3.2090468	-2.959302778	-2.667733	-2.848611	-2.6721715	-2.549549	-2.752213111	-3.129459	-2.359719333	-2.9174295	-2.491915667	-2.522426222	-2.475117857	-2.057599	-2.338313	-3.200802	-3.105065375	-2.5472588	-2.545152429	-2.952677286	-5.175858	-2.791645933	-2.422565833	-2.191188333	-2.865378714
AZGP1	2.76860075	2.2292997	2.902615316	2.632955667	2.544265267	2.634290333	2.842357667	3.120238444	2.198915364	2.4322219	2.428539231	2.722672583	2.947919	2.641862361	2.042278077	2.855593333	2.707639125	2.490866429	2.643406542	2.16764	2.834812245	2.352091238	2.183774894	2.611064571	2.556998195	2.624515143	2.816147833	2.4858475	1.634317	2.3506416	2.375103333	2.715189	2.23115175	2.734285333	2.672552375	2.15437882	3.387490111	2.9642395	2.679988	2.567900167	2.693621	1.003945044	3.313288667	2.6796674	2.6510005	3.09804	2.459936667	2.971714571	3.209097667	2.587433375	1.745558444	2.302181625	2.6786926	1.410479471	2.756912607	3.386743	2.698652667	3.0872675	3.498115556	2.512570014
ATP5A1	-5.272311483	-3.778861867	-5.421280684	-4.562109111	-4.526528133	-4.736639663	-4.246233978	-4.708649767	-4.674003818	-4.4744076	-4.269164985	-4.774395344	-3.9400415	-4.514818652	-4.230371508	-4.711533083	-3.38346015	-3.020139429	-5.179149333	-4.498315	-4.909917106	-4.135380602	-4.032309125	-4.540257571	-5.307948815	-4.595650571	-3.1167573	-4.507599	-4.20827	-4.7858422	-4.985149	-3.997921525	-5.53920425	-4.135855333	-6.134409125	-5.1404524	-4.946849111	-6.1994885	-5.1807045	-5.293747833	-4.561080167	-4.203888233	-5.2129605	-3.611819533	-4.1779252	-4.709274667	-4.721859333	-5.274370643	-5.870194	-3.922573475	-4.324955778	-4.656950125	-4.8857052	-5.336419429	-3.918384571	-4.641994	-4.9141602	-4.15021325	-5.362778889	-4.331290143
MSN	-4.018783908	-3.9637126	-4.123329105	-4.870622778	-3.915058667	-3.641013329	-4.291882	-3.750709111	-3.619181636	-4.4777552	-3.569013154	-3.874910458	-4.2044639	-3.623675257	-3.427578769	-4.106050783	-4.0416345	-4.540651429	-3.44645235	-7.05246	-3.671535607	-3.9036553	-3.666307788	-4.052746571	-3.704202491	-3.730900714	-3.537009	-3.79386975	-2.952063	-4.27607	-3.415182	-4.655075	-4.5803085	-4.654873667	-3.598128625	-4.342296	-4.062126667	-2.744399	-3.2713055	-3.4453895	-3.417777833	-3.957812111	-4.037145867	-3.775733067	-3.391162833	-2.4724219	-3.275543946	-5.106880786	-5.950439667	-3.680785375	-3.7526149	-4.079269125	-4.07166868	-4.137507	-3.660131207	-4.708549	-3.615212137	-3.432947417	-3.937272667	-3.511297429
MST1	-3.143512167	-2.5760624	-2.138579658	-2.713739333	-2.960555	-3.429001833	-4.164257667	-2.886440889	-2.887722112	-2.818632	-2.753637692	-2.405908817	-3.5092209	-2.325795648	-3.416040508	-2.683853583	-2.823401125	-2.735013	-2.514451838	-5.176506	-2.968780628	-3.5820529	-2.716428375	-2.926886571	-2.693115909	-2.658343714	-3.323562667	-2.55914025	-3.30699	-2.5479642	-2.521352	-1.82566575	-2.55222525	-2.617976333	-2.56294925	-3.749836	-2.291105533	-2.2453345	-2.1546175	-3.458103	-2.5938617	-3.354932	-4.571069667	-2.671763649	-2.367677333	-3.224846333	-2.793431222	-2.566233857	-2.9448	-3.178253625	-2.203294778	-3.251456875	-2.56998138	-3.155529143	-3.861451421	-3.565062	-3.031597667	-2.613820583	-2.392538556	-2.656415857
PON1	3.959292333	3.755578	3.631921789	3.689200778	3.253849733	3.920367292	3.126592333	3.582500556	4.029954545	3.5382203	3.431447462	3.354121708	3.5805287	3.872639	3.474638538	3.75577	3.33446625	3.291057714	3.526281042	2.478631	3.958043377	3.172075167	3.34328725	3.614779143	4.004946985	3.815537143	3.841423167	3.76075525	3.665815	3.343099	3.299214667	3.10104025	3.88575475	4.415437	3.358013125	3.2176644	3.822565111	3.132387	3.648573	3.322756167	3.043871083	3.206880844	3.7555215	3.7776994	3.111484	3.429893	3.338152	3.660180214	3.361228	3.43205875	3.276976444	3.692760625	3.5907228	3.370718	3.581070357	3.946926	3.325791267	1.951130667	3.971471444	3.677773429
MAP4	-0.121853358	0.302478207	-0.482008487	-0.45112145	-0.46112364	-0.910188675	-0.441487936	-0.100519687	-0.654284636	-0.651678792	-0.8884349	-0.914287435	-0.823650644	-0.300531587	-0.284976377	0.186404661	0.182817813	-0.648269257	-0.953953491	-0.5110826	-0.380225422	-1.237521363	-0.318713206	-0.898086701	-0.289811162	-0.719709429	-0.611337368	-1.3782407	0.1753189	-0.14490704	0.285423133	-1.03570925	-0.704270816	0.226168667	-0.394387763	-0.5035738	-0.7294617	0.8036715	-0.30627806	-1.286707217	-0.036029298	-0.099532124	0.085359367	0.266199473	-0.384852117	-0.215763967	-0.100696776	-0.551583166	-0.2314648	-0.069267303	0.193848712	-0.665030788	-0.24128556	0.2135299	-0.237999213	0.06384468	-0.543795077	-1.064885517	0.345112544	-1.400933147
CFP	-2.526112833	-3.194940133	-2.783292474	-2.911967889	-2.5283246	-2.820868079	-2.808604556	-1.995030589	-2.667519091	-2.9518058	-2.437598385	-2.368312021	-1.13624143	-2.530256022	-2.898124208	-2.491288908	-1.906466846	-1.954027243	-2.054331078	-4.273928	-2.346251125	-2.494077218	-2.077348975	-2.537805857	-2.167214112	-2.496604571	-3.0029275	-2.637579	-2.474797	-2.4604262	-2.931621667	-1.579687275	-2.53442075	-3.036244333	-2.39244375	-2.395695	-2.3873168	-2.103758	-2.6233155	-2.057241	-2.27434427	-3.116287	-2.460429333	-2.205535113	-2.269565417	-2.687929	-2.189784935	-2.36160415	-2.461747333	-2.585958125	-2.59689	-2.782094663	-2.38198102	-2.894230714	-1.92520825	-0.3874784	-2.118263554	-2.022711675	-2.019093356	-2.525602286
SERPINA4	0.18890075	0.491089721	0.779351026	0.514422833	0.851359267	0.810292071	0.736255328	1.224013161	0.441594791	0.43883124	-0.545118531	1.092778879	0.85081536	0.742940779	0.4319062	1.001956443	0.991294213	1.078492504	0.721305588	-0.2685504	0.66586666	0.52743094	0.322839513	-0.121647739	0.856113368	0.288982023	0.492113708	0.62341945	0.0874806	0.114789802	0.338664	0.655777225	0.315748788	0.1901785	0.535114465	0.27912744	0.329323011	0.34035885	0.6179228	0.875363517	-0.361064863	0.878054067	0.9482033	0.625634213	0.3232425	0.636733533	0.960211878	0.141105589	0.774551667	0.928388713	0.928670311	1.033200075	0.2740769	0.201224361	0.51541506	1.435831	0.360099818	0.688452709	1.140136056	0.881542014
PRDX2	-4.94456425	-6.574960733	-4.922701	-5.607572222	-5.178465173	-5.70925275	-4.929657111	-5.005315611	-4.558346636	-3.7491748	-5.054141615	-4.820244083	-4.9937984	-4.923139522	-5.713238462	-4.801847417	-5.057775375	-5.207577286	-5.442848958	-5.129214	-5.924932416	-5.95973019	-4.655988813	-5.931599571	-5.100165754	-5.521933429	-5.4997035	-6.3074825	-7.211882	-6.275343	-5.492278667	-4.752222	-6.5107155	-4.433163333	-5.004575125	-5.0530452	-5.395172111	-4.4834125	-6.9858605	-5.002322167	-4.939581833	-5.015601889	-5.806555667	-5.220335067	-5.472654333	-5.16937	-5.211434067	-5.350374357	-5.277072	-5.454788875	-5.017255333	-4.759235	-5.7303678	-6.643595286	-5.745444893	-2.506944	-5.351060667	-5.846835083	-5.954900556	-5.991967714
SAA4	1.910898417	1.262759133	1.258770189	0.944492311	2.241649133	1.93742525	1.596156083	1.868626667	1.629613682	1.14756439	1.149585197	1.032683476	1.01331437	1.47801873	1.786040154	1.323840426	1.257441925	1.963472143	2.039568021	-0.9594145	1.855149074	1.880066374	1.383408388	1.845043614	1.617714109	0.912377843	1.336480767	1.972743	2.129475	1.36094804	1.867984333	1.32972925	1.090401725	0.9690419	0.617162558	1.19058876	1.646459978	1.2792595	0.9109571	1.857027333	1.82651305	1.869997067	1.43688065	1.501469133	1.685765547	1.810381667	1.898329222	0.685981271	2.342015667	2.009454	1.591542456	1.370614938	1.9057	1.770136714	1.619116496	2.159191	1.81004686	1.337224	1.750185444	1.832697
MYH9	-1.708327133	-2.581707267	-2.018991763	-2.342762556	-1.968806447	-1.21142757	-1.689010139	-1.365414426	-2.904364227	-2.71066949	-2.137624415	-1.942031067	-3.1973326	-2.444627374	-1.506681573	-2.874376167	-2.2074455	-3.841188571	-2.194114538	-4.260146	-2.664655192	-2.242574488	-1.886105294	-1.450893143	-1.684663808	-1.380913914	-1.722207467	-1.3119305	0.3222604	-1.15337424	-2.665711333	-3.07362975	-2.544353	-3.257519667	-1.145261613	-2.1266454	-2.5326872	-2.8873335	-1.957512	-1.936543243	-2.406192025	-1.290529089	-4.008880333	-1.9261052	-2.395891367	-2.273674333	-1.441489056	-1.548879001	-2.0605713	-2.16184375	-3.253496889	-2.305072375	-1.57684732	-2.5261943	-2.795426521	-1.21124	-2.907529193	-3.037726608	-2.248033272	-1.996936957
IGFALS	2.28725775	2.212897533	2.650523895	2.538060667	2.3465452	2.320490083	2.051308233	2.652482056	2.101997727	2.0152339	1.822074	2.437853167	2.3672923	2.229311157	2.537720154	2.673493917	2.106061375	2.426160714	2.363662892	-0.6800976	1.926662426	2.385588262	2.172427313	2.803678857	2.348643385	2.687354	1.833718317	2.32600675	2.019702	1.9892014	2.392975	2.641918	2.00469025	2.331910667	2.27992	2.248149	2.856569778	2.1493945	2.556906	2.4334885	2.399054	1.7071762	2.577124167	2.465700667	1.907480833	2.088717333	2.583515667	2.161641286	1.687168333	2.675614	2.511440444	1.826578375	2.5328548	2.039245571	2.339269714	2.562137	2.092162033	0.994607042	2.396513111	2.809310286
SERPINF1	1.916818833	1.7793879	1.626757305	1.471699222	2.028041267	1.891370417	1.942396194	1.925838278	1.882258091	1.5073573	1.918058923	2.362807	1.6175642	1.658797039	1.631383946	1.801598833	1.555936875	1.592678857	1.712684071	1.196588	1.998762579	2.084595831	1.725745875	1.667590429	1.914470443	1.609038714	1.614956667	1.8736215	1.484072	1.6002676	1.238907333	1.6269625	1.49163525	1.091735267	2.08268225	0.6640228	1.816792611	1.7043825	1.6995255	2.233168	1.734266417	1.433330656	1.570177333	1.929724267	1.328723833	1.478964	1.577371889	1.806414771	2.070122667	1.74467	1.406396889	1.280714338	1.7112542	2.014245714	1.905845811	1.731062	1.837494049	2.024032583	2.177177	1.829707086
